Ranking position,Country,Category,Items,Original Currency,Original Currency Value,Exchanged Currency,Exchanged Currency Value,PIB anual,SMI (dolares),SMI (euros)
21,BELGIUM,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),EUR,€4.08,EUR,€4.08,549.456 M€,"2.085,3 $","1.955,0 €"
21,BELGIUM,Entertainment,Ipad wi-fi 128gb,EUR,€561,EUR,€561,549.456 M€,"2.085,3 $","1.955,0 €"
21,BELGIUM,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),EUR,€0.25,EUR,€0.25,549.456 M€,"2.085,3 $","1.955,0 €"
21,BELGIUM,Entertainment,1 month of gym membership in business district,EUR,€30,EUR,€30,549.456 M€,"2.085,3 $","1.955,0 €"
21,BELGIUM,Entertainment,1 package of marlboro cigarettes,EUR,€8,EUR,€8,549.456 M€,"2.085,3 $","1.955,0 €"
22,SWEDEN,Food,Basic lunchtime menu (including a drink) in the business district,SEK,127 kr,EUR,(€11),560.959 M€,,
22,SWEDEN,Food,Combo meal in fast food restaurant (big mac meal or similar),SEK,91 kr,EUR,(€8),560.959 M€,,
22,SWEDEN,Food,500 gr (1 lb.) of boneless chicken breast,SEK,63 kr,EUR,(€5.49),560.959 M€,,
22,SWEDEN,Food,1 liter (1 qt.) of whole fat milk,SEK,15 kr,EUR,(€1.32),560.959 M€,,
22,SWEDEN,Food,"12 eggs, large",SEK,39 kr,EUR,(€3.41),560.959 M€,,
22,SWEDEN,Food,1 kg (2 lb.) of tomatoes,SEK,38 kr,EUR,(€3.33),560.959 M€,,
22,SWEDEN,Food,500 gr (16 oz.) of local cheese,SEK,53 kr,EUR,(€4.58),560.959 M€,,
22,SWEDEN,Food,1 kg (2 lb.) of apples,SEK,29 kr,EUR,(€2.55),560.959 M€,,
22,SWEDEN,Food,1 kg (2 lb.) of potatoes,SEK,14 kr,EUR,(€1.21),560.959 M€,,
22,SWEDEN,Food,0.5 l (16 oz) domestic beer in the supermarket,SEK,19 kr,EUR,(€1.68),560.959 M€,,
22,SWEDEN,Food,"1 bottle of red table wine, good quality",SEK,108 kr,EUR,(€9),560.959 M€,,
22,SWEDEN,Food,2 liters of coca-cola,SEK,23 kr,EUR,(€1.97),560.959 M€,,
22,SWEDEN,Food,Bread for 2 people for 1 day,SEK,24 kr,EUR,(€2.10),560.959 M€,,
22,SWEDEN,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,SEK,"18,018 kr",EUR,"(€1,571)",560.959 M€,,
22,SWEDEN,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,SEK,"13,455 kr",EUR,"(€1,173)",560.959 M€,,
22,SWEDEN,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",SEK,"1,095 kr",EUR,(€95),560.959 M€,,
22,SWEDEN,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,SEK,"12,269 kr",EUR,"(€1,069)",560.959 M€,,
22,SWEDEN,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,SEK,"8,992 kr",EUR,(€784),560.959 M€,,
22,SWEDEN,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",SEK,576 kr,EUR,(€50),560.959 M€,,
22,SWEDEN,Housing,Internet 8 mbps (1 month),SEK,325 kr,EUR,(€28),560.959 M€,,
22,SWEDEN,Housing,40” flat screen tv,SEK,"3,909 kr",EUR,(€341),560.959 M€,,
22,SWEDEN,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",SEK,"2,925 kr",EUR,(€255),560.959 M€,,
22,SWEDEN,Housing,Laundry detergent (3 l. ~ 100 oz.),SEK,140 kr,EUR,(€12),560.959 M€,,
22,SWEDEN,Housing,Hourly rate for cleaning help,SEK,279 kr,EUR,(€24),560.959 M€,,
22,SWEDEN,Clothes,1 pair of jeans (levis 501 or similar),SEK,952 kr,EUR,(€83),560.959 M€,,
22,SWEDEN,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",SEK,430 kr,EUR,(€37),560.959 M€,,
22,SWEDEN,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",SEK,"1,005 kr",EUR,(€88),560.959 M€,,
22,SWEDEN,Clothes,1 pair of men’s leather business shoes,SEK,"1,363 kr",EUR,(€119),560.959 M€,,
22,SWEDEN,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",SEK,"295,278 kr",EUR,"(€25,740)",560.959 M€,,
22,SWEDEN,Transportation,1 liter (1/4 gallon) of gas,SEK,21 kr,EUR,(€1.86),560.959 M€,,
22,SWEDEN,Transportation,Monthly ticket public transport,SEK,850 kr,EUR,(€74),560.959 M€,,
22,SWEDEN,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",SEK,53 kr,EUR,(€4.60),560.959 M€,,
22,SWEDEN,Personal Care,1 box of antibiotics (12 doses),SEK,127 kr,EUR,(€11),560.959 M€,,
22,SWEDEN,Personal Care,Short visit to private doctor (15 minutes),SEK,273 kr,EUR,(€24),560.959 M€,,
22,SWEDEN,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",SEK,39 kr,EUR,(€3.40),560.959 M€,,
22,SWEDEN,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",SEK,30 kr,EUR,(€2.62),560.959 M€,,
22,SWEDEN,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),SEK,36 kr,EUR,(€3.16),560.959 M€,,
22,SWEDEN,Personal Care,4 rolls of toilet paper,SEK,31 kr,EUR,(€2.73),560.959 M€,,
22,SWEDEN,Personal Care,Tube of toothpaste,SEK,24 kr,EUR,(€2.09),560.959 M€,,
22,SWEDEN,Personal Care,Standard men's haircut in expat area of the city,SEK,338 kr,EUR,(€29),560.959 M€,,
22,SWEDEN,Entertainment,Basic dinner out for two in neighborhood pub,SEK,465 kr,EUR,(€40),560.959 M€,,
22,SWEDEN,Entertainment,2 tickets to the movies,SEK,301 kr,EUR,(€26),560.959 M€,,
22,SWEDEN,Entertainment,2 tickets to the theater (best available seats),SEK,"1,000 kr",EUR,(€87),560.959 M€,,
22,SWEDEN,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",SEK,787 kr,EUR,(€69),560.959 M€,,
22,SWEDEN,Entertainment,1 cocktail drink in downtown club,SEK,160 kr,EUR,(€14),560.959 M€,,
22,SWEDEN,Entertainment,Cappuccino in expat area of the city,SEK,43 kr,EUR,(€3.72),560.959 M€,,
22,SWEDEN,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),SEK,70 kr,EUR,(€6),560.959 M€,,
22,SWEDEN,Entertainment,Ipad wi-fi 128gb,SEK,"9,232 kr",EUR,(€805),560.959 M€,,
22,SWEDEN,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),SEK,1.32 kr,EUR,(€0.11),560.959 M€,,
22,SWEDEN,Entertainment,1 month of gym membership in business district,SEK,390 kr,EUR,(€34),560.959 M€,,
22,SWEDEN,Entertainment,1 package of marlboro cigarettes,SEK,69 kr,EUR,(€5.98),560.959 M€,,
23,AUSTRIA,Food,Basic lunchtime menu (including a drink) in the business district,EUR,€14,EUR,€14,446.933 M€,,
23,AUSTRIA,Food,Combo meal in fast food restaurant (big mac meal or similar),EUR,€10,EUR,€10,446.933 M€,,
23,AUSTRIA,Food,500 gr (1 lb.) of boneless chicken breast,EUR,€5.82,EUR,€5.82,446.933 M€,,
23,AUSTRIA,Food,1 liter (1 qt.) of whole fat milk,EUR,€1.38,EUR,€1.38,446.933 M€,,
23,AUSTRIA,Food,"12 eggs, large",EUR,€5.78,EUR,€5.78,446.933 M€,,
23,AUSTRIA,Food,1 kg (2 lb.) of tomatoes,EUR,€3.16,EUR,€3.16,446.933 M€,,
23,AUSTRIA,Food,500 gr (16 oz.) of local cheese,EUR,€7,EUR,€7,446.933 M€,,
23,AUSTRIA,Food,1 kg (2 lb.) of apples,EUR,€2.22,EUR,€2.22,446.933 M€,,
23,AUSTRIA,Food,1 kg (2 lb.) of potatoes,EUR,€2.04,EUR,€2.04,446.933 M€,,
23,AUSTRIA,Food,0.5 l (16 oz) domestic beer in the supermarket,EUR,€1.09,EUR,€1.09,446.933 M€,,
23,AUSTRIA,Food,"1 bottle of red table wine, good quality",EUR,€6,EUR,€6,446.933 M€,,
23,AUSTRIA,Food,2 liters of coca-cola,EUR,€2.42,EUR,€2.42,446.933 M€,,
23,AUSTRIA,Food,Bread for 2 people for 1 day,EUR,€1.77,EUR,€1.77,446.933 M€,,
23,AUSTRIA,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,EUR,"€1,801",EUR,"€1,801",446.933 M€,,
23,AUSTRIA,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,EUR,"€1,247",EUR,"€1,247",446.933 M€,,
23,AUSTRIA,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",EUR,€335,EUR,€335,446.933 M€,,
23,AUSTRIA,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,EUR,€842,EUR,€842,446.933 M€,,
23,AUSTRIA,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,EUR,€677,EUR,€677,446.933 M€,,
23,AUSTRIA,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",EUR,€164,EUR,€164,446.933 M€,,
23,AUSTRIA,Housing,Internet 8 mbps (1 month),EUR,€28,EUR,€28,446.933 M€,,
23,AUSTRIA,Housing,40” flat screen tv,EUR,€354,EUR,€354,446.933 M€,,
23,AUSTRIA,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",EUR,€124,EUR,€124,446.933 M€,,
23,AUSTRIA,Housing,Laundry detergent (3 l. ~ 100 oz.),EUR,€10,EUR,€10,446.933 M€,,
23,AUSTRIA,Housing,Hourly rate for cleaning help,EUR,€13,EUR,€13,446.933 M€,,
23,AUSTRIA,Clothes,1 pair of jeans (levis 501 or similar),EUR,€99,EUR,€99,446.933 M€,,
23,AUSTRIA,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",EUR,€46,EUR,€46,446.933 M€,,
23,AUSTRIA,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",EUR,€87,EUR,€87,446.933 M€,,
23,AUSTRIA,Clothes,1 pair of men’s leather business shoes,EUR,€126,EUR,€126,446.933 M€,,
23,AUSTRIA,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",EUR,"€25,135",EUR,"€25,135",446.933 M€,,
23,AUSTRIA,Transportation,1 liter (1/4 gallon) of gas,EUR,€1.75,EUR,€1.75,446.933 M€,,
23,AUSTRIA,Transportation,Monthly ticket public transport,EUR,€45,EUR,€45,446.933 M€,,
23,AUSTRIA,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",EUR,€5.67,EUR,€5.67,446.933 M€,,
23,AUSTRIA,Personal Care,1 box of antibiotics (12 doses),EUR,€7,EUR,€7,446.933 M€,,
23,AUSTRIA,Personal Care,Short visit to private doctor (15 minutes),EUR,€152,EUR,€152,446.933 M€,,
23,AUSTRIA,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",EUR,€5.00,EUR,€5.00,446.933 M€,,
23,AUSTRIA,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",EUR,€3.07,EUR,€3.07,446.933 M€,,
23,AUSTRIA,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),EUR,€3.46,EUR,€3.46,446.933 M€,,
23,AUSTRIA,Personal Care,4 rolls of toilet paper,EUR,€2.12,EUR,€2.12,446.933 M€,,
23,AUSTRIA,Personal Care,Tube of toothpaste,EUR,€2.07,EUR,€2.07,446.933 M€,,
23,AUSTRIA,Personal Care,Standard men's haircut in expat area of the city,EUR,€34,EUR,€34,446.933 M€,,
23,AUSTRIA,Entertainment,Basic dinner out for two in neighborhood pub,EUR,€40,EUR,€40,446.933 M€,,
23,AUSTRIA,Entertainment,2 tickets to the movies,EUR,€23,EUR,€23,446.933 M€,,
23,AUSTRIA,Entertainment,2 tickets to the theater (best available seats),EUR,€50,EUR,€50,446.933 M€,,
23,AUSTRIA,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",EUR,€66,EUR,€66,446.933 M€,,
23,AUSTRIA,Entertainment,1 cocktail drink in downtown club,EUR,€10,EUR,€10,446.933 M€,,
23,AUSTRIA,Entertainment,Cappuccino in expat area of the city,EUR,€4.67,EUR,€4.67,446.933 M€,,
23,AUSTRIA,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),EUR,€3.90,EUR,€3.90,446.933 M€,,
23,AUSTRIA,Entertainment,Ipad wi-fi 128gb,EUR,€499,EUR,€499,446.933 M€,,
23,AUSTRIA,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),EUR,€0.08,EUR,€0.08,446.933 M€,,
23,AUSTRIA,Entertainment,1 month of gym membership in business district,EUR,€67,EUR,€67,446.933 M€,,
23,AUSTRIA,Entertainment,1 package of marlboro cigarettes,EUR,€6,EUR,€6,446.933 M€,,
24,FRANCE,Food,Basic lunchtime menu (including a drink) in the business district,EUR,€18,EUR,€18,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,Combo meal in fast food restaurant (big mac meal or similar),EUR,€11,EUR,€11,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,500 gr (1 lb.) of boneless chicken breast,EUR,€5.90,EUR,€5.90,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,1 liter (1 qt.) of whole fat milk,EUR,€1.31,EUR,€1.31,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,"12 eggs, large",EUR,€4.50,EUR,€4.50,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,1 kg (2 lb.) of tomatoes,EUR,€3.54,EUR,€3.54,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,500 gr (16 oz.) of local cheese,EUR,€9,EUR,€9,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,1 kg (2 lb.) of apples,EUR,€2.71,EUR,€2.71,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,1 kg (2 lb.) of potatoes,EUR,€1.75,EUR,€1.75,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,0.5 l (16 oz) domestic beer in the supermarket,EUR,€1.94,EUR,€1.94,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,"1 bottle of red table wine, good quality",EUR,€9,EUR,€9,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,2 liters of coca-cola,EUR,€2.18,EUR,€2.18,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Food,Bread for 2 people for 1 day,EUR,€1.25,EUR,€1.25,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,EUR,"€1,698",EUR,"€1,698",2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,EUR,"€1,404",EUR,"€1,404",2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",EUR,€148,EUR,€148,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,EUR,€989,EUR,€989,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,EUR,€816,EUR,€816,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,"Utilities 1 month (heating, electricity, gas ...) for 1 person in 45 m2 (480 sqft) studio",EUR,€106,EUR,€106,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Internet 8 mbps (1 month),EUR,€26,EUR,€26,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,40” flat screen tv,EUR,€317,EUR,€317,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,"Microwave 800/900 watt (bosch, panasonic, lg, sharp, or equivalent brands)",EUR,€106,EUR,€106,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Laundry detergent (3 l. ~ 100 oz.),EUR,€6,EUR,€6,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Housing,Hourly rate for cleaning help,EUR,€15,EUR,€15,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Clothes,1 pair of jeans (levis 501 or similar),EUR,€83,EUR,€83,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Clothes,"1 summer dress in a high street store (zara, h&m or similar retailers)",EUR,€35,EUR,€35,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Clothes,"1 pair of sport shoes (nike, adidas, or equivalent brands)",EUR,€83,EUR,€83,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Clothes,1 pair of men’s leather business shoes,EUR,€100,EUR,€100,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Transportation,"Volkswagen golf 1.4 tsi 150 cv (or equivalent), with no extras, new",EUR,"€26,817",EUR,"€26,817",2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Transportation,1 liter (1/4 gallon) of gas,EUR,€1.88,EUR,€1.88,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Transportation,Monthly ticket public transport,EUR,€59,EUR,€59,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,"Cold medicine for 6 days (tylenol, frenadol, coldrex, or equivalent brands)",EUR,€5.85,EUR,€5.85,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,1 box of antibiotics (12 doses),EUR,€5.60,EUR,€5.60,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,Short visit to private doctor (15 minutes),EUR,€28,EUR,€28,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,"1 box of 32 tampons (tampax, ob, ...)",EUR,€4.23,EUR,€4.23,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,"Deodorant, roll-on (50ml ~ 1.5 oz.)",EUR,€4.20,EUR,€4.20,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,Hair shampoo 2-in-1 (400 ml ~ 12 oz.),EUR,€3.30,EUR,€3.30,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,4 rolls of toilet paper,EUR,€2.28,EUR,€2.28,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,Tube of toothpaste,EUR,€2.05,EUR,€2.05,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Personal Care,Standard men's haircut in expat area of the city,EUR,€21,EUR,€21,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,Basic dinner out for two in neighborhood pub,EUR,€46,EUR,€46,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,2 tickets to the movies,EUR,€23,EUR,€23,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,2 tickets to the theater (best available seats),EUR,€81,EUR,€81,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,"Dinner for two at an italian restaurant in the expat area including appetisers, main course, wine and dessert",EUR,€61,EUR,€61,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,1 cocktail drink in downtown club,EUR,€10,EUR,€10,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,Cappuccino in expat area of the city,EUR,€3.94,EUR,€3.94,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,1 beer in neighbourhood pub (500ml or 1pt.),EUR,€7,EUR,€7,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,Ipad wi-fi 128gb,EUR,€362,EUR,€362,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,1 min. of prepaid mobile tariff (no discounts or plans),EUR,€0.28,EUR,€0.28,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,1 month of gym membership in business district,EUR,€32,EUR,€32,2.639.092 M€,"1.823,1 $","1.709,3 €"
24,FRANCE,Entertainment,1 package of marlboro cigarettes,EUR,€10,EUR,€10,2.639.092 M€,"1.823,1 $","1.709,3 €"
25,JAPAN,Food,Basic lunchtime menu (including a drink) in the business district,JPY,"¥1,042",EUR,(€7),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,Combo meal in fast food restaurant (big mac meal or similar),JPY,¥718,EUR,(€4.83),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,500 gr (1 lb.) of boneless chicken breast,JPY,¥528,EUR,(€3.55),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,1 liter (1 qt.) of whole fat milk,JPY,¥199,EUR,(€1.34),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,"12 eggs, large",JPY,¥317,EUR,(€2.14),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,1 kg (2 lb.) of tomatoes,JPY,¥643,EUR,(€4.33),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,500 gr (16 oz.) of local cheese,JPY,¥980,EUR,(€7),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,1 kg (2 lb.) of apples,JPY,¥930,EUR,(€6),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,1 kg (2 lb.) of potatoes,JPY,¥582,EUR,(€3.92),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,0.5 l (16 oz) domestic beer in the supermarket,JPY,¥286,EUR,(€1.92),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,"1 bottle of red table wine, good quality",JPY,"¥1,262",EUR,(€8),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,2 liters of coca-cola,JPY,¥212,EUR,(€1.43),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Food,Bread for 2 people for 1 day,JPY,¥210,EUR,(€1.42),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in expensive area,JPY,"¥313,293",EUR,"(€2,108)",4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Housing,Monthly rent for 85 m2 (900 sqft) furnished accommodation in normal area,JPY,"¥174,784",EUR,"(€1,176)",4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Housing,"Utilities 1 month (heating, electricity, gas ...) for 2 people in 85m2 flat",JPY,"¥28,814",EUR,(€194),4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in expensive area,JPY,"¥163,256",EUR,"(€1,099)",4.017.108 M€,"1.413,4 $","1.246,7 €"
25,JAPAN,Housing,Monthly rent for a 45 m2 (480 sqft) furnished studio in normal area,JPY,"¥84,664",EUR,(€570),4.017.108 M€,"1.413,4 $","1.246,7 €"
